Time (s),X (in),Y (in)
5.694000,2.959607,-0.625695
5.727000,2.960457,-0.570582
5.759000,2.960747,-0.533442
5.790000,2.961081,-0.502376
5.823000,2.962788,-0.454771
5.870000,2.963342,-0.410652
5.902000,2.962783,-0.362690
5.935000,2.960798,-0.328576
5.966000,2.961446,-0.283260
5.998000,2.961606,-0.245032
6.031000,2.961764,-0.214018
6.063000,2.961391,-0.170953
6.094000,2.962691,-0.129001
6.127000,2.963179,-0.083059
6.158000,2.964970,-0.040827
6.190000,2.966504,-0.007024
6.223000,2.967187,0.030261
6.270000,2.966607,0.073258
6.303000,2.967494,0.122224
6.335000,2.967970,0.163165
6.368000,2.966702,0.205343
6.399000,2.967344,0.243643
6.431000,2.967223,0.288693
6.463000,2.969045,0.334048
6.494000,2.968956,0.369488
6.527000,2.970498,0.423784
6.559000,2.971156,0.461886
6.591000,2.972656,0.499029
6.623000,2.973107,0.532128
6.671000,2.971232,0.582675
6.703000,2.971498,0.623191
6.734000,2.971100,0.668146
6.767000,2.972293,0.701562
6.799000,2.972363,0.735912
6.830000,2.971951,0.768116
6.863000,2.973122,0.793316
6.895000,2.974319,0.825986
6.927000,2.976323,0.860665
6.959000,2.976011,0.901439
6.991000,2.975703,0.953816
7.023000,2.975607,0.990363
7.070000,2.976064,1.025784
7.102000,2.976431,1.073852
7.135000,2.976373,1.120256
7.167000,2.977497,1.161301
7.198000,2.978029,1.203694
7.231000,2.978591,1.246324
7.263000,2.979365,1.290498
7.294000,2.981806,1.328585
7.327000,2.982111,1.368164
7.359000,2.981035,1.411255
7.391000,2.981571,1.455042
7.423000,2.981278,1.484986
7.471000,2.981997,1.521567
7.503000,2.982571,1.561465
7.535000,2.982357,1.612846
7.567000,2.982940,1.655376
7.599000,2.984810,1.698514
7.630000,2.985412,1.740790
7.663000,2.986035,1.782039
7.695000,2.987067,1.827134
7.727000,2.987724,1.866951
7.759000,2.986946,1.913558
7.791000,2.987832,1.958861
7.823000,2.987971,1.997598
7.871000,2.989057,2.031197
7.902000,2.989157,2.072592
7.935000,2.988090,2.120280
7.967000,2.989294,2.161868
7.998000,2.990045,2.199212
8.030000,2.990915,2.243291
8.063000,2.990712,2.284749
8.095000,2.991133,2.319758
8.126000,2.991365,2.360119
8.158000,2.992169,2.394784
8.191000,2.991440,2.427042
8.223000,2.991874,2.469387
8.270000,2.992117,2.499053
8.303000,2.992437,2.534393
8.335000,2.993065,2.568865
8.366000,2.993972,2.616362
8.399000,2.993932,2.660643
8.430000,2.993994,2.700891
8.463000,2.995685,2.745122
8.495000,2.995736,2.780701
8.527000,2.995380,2.822033
8.559000,2.995261,2.868495
8.591000,2.997155,2.905075
8.623000,2.996983,2.960111
8.671000,2.996991,2.998408
8.703000,2.997616,3.037887
8.734000,2.999658,3.069491
8.767000,3.000089,3.113258
8.799000,2.997891,3.162486
8.831000,2.999348,3.207136
8.863000,2.999907,3.243317
8.895000,3.000964,3.285407
8.927000,3.000195,3.331153
8.958000,3.000644,3.371357
8.991000,3.000761,3.410949
9.023000,3.002888,3.450768
9.070000,3.003003,3.499599
9.103000,3.002912,3.532065
9.134000,3.003803,3.565498
9.167000,3.004086,3.600881
9.198000,3.002909,3.647741
9.231000,3.003831,3.689957
9.263000,3.003346,3.732894
9.294000,3.005246,3.771477
9.326000,3.004742,3.813817
9.359000,3.005598,3.857198
9.391000,3.005749,3.900442
9.423000,3.005941,3.939053
9.471000,3.005746,3.989565
9.503000,3.006152,4.032726
9.534000,3.006791,4.069647
9.567000,3.006856,4.103248
9.599000,3.006956,4.145545
9.631000,3.007236,4.194640
9.663000,3.008857,4.232415
9.694000,3.008099,4.273364
9.727000,3.008940,4.313256
9.759000,3.009463,4.354712
9.791000,3.008858,4.387931
9.823000,3.009209,4.427230
9.871000,3.010063,4.469393
9.903000,3.010051,4.515028
9.934000,3.011050,4.553172
9.967000,3.012269,4.591274
9.999000,3.013358,4.626297
10.031000,3.012115,4.673195
10.062000,3.012738,4.717678
10.095000,3.013457,4.759061
10.126000,3.013600,4.803260
10.159000,3.014106,4.845789
10.190000,3.014507,4.888494
10.223000,3.015467,4.928312
10.271000,3.014768,4.972260
10.302000,3.016177,5.018125
