Time (s),X (in),Y (in)
94.895000,2.818212,-0.255306
94.927000,2.823544,-0.256028
94.960000,2.827534,-0.255433
94.992000,2.823581,-0.248512
95.023000,2.821021,-0.241963
95.055000,2.824650,-0.242348
95.088000,2.834171,-0.242981
95.120000,2.838439,-0.243493
95.151000,2.831784,-0.236213
95.184000,2.823905,-0.229282
95.216000,2.824520,-0.226456
95.247000,2.827818,-0.225745
95.295000,2.826144,-0.223159
95.327000,2.821618,-0.216981
95.360000,2.819556,-0.212575
95.392000,2.821015,-0.209460
95.425000,2.822803,-0.207992
95.455000,2.820240,-0.203139
95.487000,2.816308,-0.201265
95.520000,2.812571,-0.200363
95.551000,2.812509,-0.198947
95.583000,2.815609,-0.194723
95.616000,2.817015,-0.191754
95.647000,2.815538,-0.190189
95.696000,2.813334,-0.189021
95.727000,2.812536,-0.185917
95.759000,2.814791,-0.183594
95.791000,2.815633,-0.178411
95.823000,2.815471,-0.174498
95.855000,2.815228,-0.171186
95.888000,2.814401,-0.166383
95.920000,2.815002,-0.161943
95.951000,2.816507,-0.159207
95.983000,2.817286,-0.155644
96.015000,2.816778,-0.153863
96.048000,2.816131,-0.152290
96.095000,2.815528,-0.150383
96.128000,2.816376,-0.147722
96.160000,2.817377,-0.144436
96.191000,2.818179,-0.141863
96.223000,2.817594,-0.138470
96.256000,2.817424,-0.136104
96.288000,2.817462,-0.131760
96.319000,2.817885,-0.129086
96.351000,2.817713,-0.125107
96.383000,2.817779,-0.120053
96.415000,2.818149,-0.117115
96.447000,2.818394,-0.114706
96.495000,2.818592,-0.112032
96.528000,2.818818,-0.107983
96.559000,2.819311,-0.105498
96.591000,2.818484,-0.098697
96.623000,2.818523,-0.094583
96.656000,2.818757,-0.092591
96.688000,2.818782,-0.091579
96.720000,2.820136,-0.085299
96.751000,2.820723,-0.077408
96.783000,2.821083,-0.074133
96.816000,2.820706,-0.073274
96.848000,2.820530,-0.069956
96.896000,2.819966,-0.069340
96.928000,2.820297,-0.065869
96.960000,2.819886,-0.064665
96.992000,2.819158,-0.056757
97.023000,2.819720,-0.053377
97.055000,2.821044,-0.049606
97.087000,2.820654,-0.047291
97.119000,2.820139,-0.043875
97.151000,2.820850,-0.043030
97.183000,2.821137,-0.038554
97.215000,2.820864,-0.034299
97.248000,2.821155,-0.031942
97.295000,2.821319,-0.031162
97.328000,2.821516,-0.030554
97.360000,2.821978,-0.028404
97.391000,2.821547,-0.026390
97.423000,2.821557,-0.024487
97.455000,2.821785,-0.021691
97.488000,2.821965,-0.019491
97.519000,2.821841,-0.017090
97.551000,2.821404,-0.016108
97.583000,2.822138,-0.013722
97.615000,2.823550,-0.010780
97.648000,2.823145,-0.008727
97.696000,2.822906,-0.005954
97.727000,2.823940,-0.003697
97.759000,2.824152,-0.001232
97.792000,2.823761,0.000617
97.824000,2.823917,0.003179
97.855000,2.824197,0.004449
97.888000,2.824516,0.004979
97.920000,2.824666,0.006546
97.951000,2.824881,0.009468
97.983000,2.824510,0.012195
98.015000,2.824734,0.016166
98.047000,2.824759,0.017935
98.096000,2.825470,0.021542
98.128000,2.824863,0.021943
98.159000,2.824364,0.024480
98.191000,2.825017,0.025927
98.224000,2.823903,0.025395
98.256000,2.825156,0.029553
98.288000,2.825191,0.033016
98.320000,2.826206,0.035905
98.352000,2.825811,0.037511
98.384000,2.825084,0.038767
98.415000,2.826273,0.049724
98.446000,2.827319,0.051196
98.495000,2.828094,0.056233
98.528000,2.827557,0.062527
98.559000,2.828507,0.064521
98.592000,2.829145,0.066844
98.623000,2.829388,0.070953
98.655000,2.828795,0.074308
98.688000,2.828624,0.073683
98.719000,2.829032,0.077012
98.751000,2.829306,0.079319
98.783000,2.829320,0.083749
98.815000,2.829421,0.087570
98.847000,2.829981,0.090081
98.895000,2.830886,0.096070
98.927000,2.831108,0.098408
98.959000,2.831088,0.101848
98.992000,2.831480,0.105035
99.023000,2.831926,0.107408
99.056000,2.831976,0.109947
99.087000,2.832018,0.110826
99.119000,2.831989,0.114427
99.152000,2.833014,0.118839
99.184000,2.832546,0.119581
99.215000,2.831939,0.123170
99.248000,2.832972,0.126882
99.295000,2.834028,0.129365
99.328000,2.833884,0.130624
99.359000,2.833704,0.134067
99.392000,2.832688,0.136325
99.424000,2.834668,0.139283
99.455000,2.835028,0.141674
99.488000,2.834391,0.143817
99.519000,2.834553,0.146637
99.552000,2.835875,0.149823
99.583000,2.836994,0.151699
99.615000,2.836212,0.156697
99.648000,2.834172,0.155228
99.695000,2.830709,0.157731
99.728000,2.825539,0.160200
99.759000,2.824760,0.165057
99.791000,2.827794,0.166900
99.823000,2.836038,0.168220
99.855000,2.840032,0.167781
99.888000,2.839486,0.170228
99.920000,2.838420,0.174961
99.952000,2.841160,0.175436
99.984000,2.845546,0.176277
100.016000,2.848008,0.177856
100.047000,2.844739,0.183675
100.096000,2.844848,0.188239
100.127000,2.850454,0.189354
100.159000,2.855581,0.193813
100.191000,2.852953,0.195543
100.223000,2.849014,0.199394
100.256000,2.850877,0.199616
100.288000,2.853265,0.199295
100.319000,2.850778,0.201113
100.351000,2.846884,0.205363
100.384000,2.845832,0.206860
100.416000,2.845878,0.207470
100.448000,2.846104,0.209449
100.495000,2.846045,0.215676
100.528000,2.846228,0.218518
100.560000,2.846643,0.221084
100.592000,2.845824,0.221614
100.624000,2.841625,0.224995
100.655000,2.835693,0.227993
100.688000,2.833802,0.229018
100.719000,2.833863,0.231954
